,Review_Text,Rating,Persona,Age,Location,Body_Type,Review_Date,Item_Name
1194,"I bought these leggings a little over a month ago, trying them on in store and loving the colour, fit, and feel. I have worn these leggings only a handfull of times and have threads unravelling on both the ankles, insane pilling in between the thigh are, pilling all around the wasit and on the back. Having paid what i did i am so extremely dissapointed in these leggings and having taking the tags off before knowing what i was getting into and upset to potentially not get a refund or compensation for this poor service.",1,,18-24,"NORTH BAY, ON, CANADA",,"OCTOBER 11, 2018","Align Pant II 25"""
1195,"I loveeeddd these pants for the first few months and then threads started coming out and they started to get little fabric balls on the front of the thigh, which is weird...there is no rubbing there like inside the thigh. Then I started to notice the pants stretched out! I had not lost or gained weight and the pants stretched? I cant even wear them anymore due to the fact that the pants are now stretched out and have the little balls everywhere.",1,,18-24,"TORONTO, ON, CANADA",ATHLETIC,"OCTOBER 10, 2018","Align Pant II 25"""
1196,"I am so sad to write this review , I have been purchasing lululemon for years now and these leggings are basically falling apart at the seams even in the pictures online you can see how poor the quality of stitching is. The material is amazing and super soft but the fact is when I pay 100$ for the band around my waist to come undone it ends up looking old and cheap , this has happened to not one but 3 of my pairs. I only buy them for the material and fit but come on fix the stitching on them. I at least think if your quality is going down at least make these cheaper , or give your customers coupons and stop being so cheap I am really disappointed and will most likely be looking at other brands for my leggings now. Please don't waste your money on these a 100$ could get you a lot more then these. Worst part is I assumed it was my fault they were coming undone but the fact it has happen so many times makes me question the quality and the liability of lululemon , not only that but I follow the washing instructions to the T and making sure never to use fabric softener nor hot water and letting them flat dry still nothing just a mess.",1,RUNNER,18-24,"CALGARY, AB, CANADA",PETITE,"SEPTEMBER 23, 2018","Align Pant II 25"""
1197,"got these pants less than a month ago and only wear them for lounging and teaching yoga since i prefer compression pants and a sweat-wicking fabric for exercise, and to protect the material. unfortunately, i literally kneeled down on a smooth floor surface and these ripped in the middle of the knee. not from catching on something or wear and tear, just kneeling down!! i am so disappointed. i understand these are supposed to be delicate but to not even be able to move in them seems unreasonable.",1,,18-24,,,"SEPTEMBER 16, 2018","Align Pant II 25"""
1198,"These pants were my very first pair of lulu's I bought them in black and loved them a lot but I didn't wear them very often as I didn't want to ruin them, but the few times i did wear them they started to pill immediately and they picked up every piece of lint i was around so for awhile i was just lint rolling them but then the pilling was getting bad, knowing lulu has really good policies on their clothing i brought them into the store seeing if i could maybe do an exchange. The worker at the store told me that the pilling was my fault and they cant do anything for me (keep in mind i tried not to wear these often because i love them) so there really is no way that it was my fault. Needless to say i am very heartbroken about my pants, they are still wearable they just don't look as great as they did before.",1,YOGI,18-24,"NOVA SCOTIA, CANADA",PETITE,"SEPTEMBER 13, 2018","Align Pant II 25"""
1199,"I have owned a total of three pairs of aligns and loved the first two I purchased! Recently I purchased these leggings in a light-olive green color in store. They fit and felt just like my other two pairs, however they started to fray and pill very quickly. I've owned these for a couple of months now and the threads are completely coming out on the quad-area, leaving loose threads all over the legging. I've never had this happen to a pair of aligns before (and while I do find they pill easily I suck it because I love the fit and feel so much). Very disappointed :(",1,SWEATY GENERALIST,18-24,"KITCHENER, ON",PETITE,"SEPTEMBER 13, 2018","Align Pant II 25"""
1200,"When trying on the align pants in store I thought I fell in love, so I bought 3 pairs around the same time! I have 2 black pairs of different lengths and one coloured pair. I found the coloured pair to not hold up too well even in a delicate wash cycle with my other aligns, it ended up pilling everywhere very quickly and stretching out while the other 2 black pairs are only starting to show minor pilling around the quad area. I'm not sure if there is something different with the colour dye in the legging but it is something to be aware of for future purchases. I would recommend sizing down.",1,SWEATY GENERALIST,18-24,"VANCOUVER, BC, CANADA",ATHLETIC,"SEPTEMBER 12, 2018","Align Pant II 25"""
1201,"When I first bought these pants, I loved the fit and feel of them. However after I had worn them twice, I began to notice a bit of pilling which was no big deal. But after the first wash (cold water delicate with my other Lulu gear, hang dry) these pants had worn incredibly thin on the inner thighs where the pilling was. Very disappointing in comparison to my other Lulu gear and I can no longer wear them as I feel like they will rip at any time. Very sad as I loved the initial fit and feel of these pants.",1,SWEATY GENERALIST,18-24,,ATHLETIC,"SEPTEMBER 10, 2018","Align Pant II 25"""
1202,"I have two pairs of these guys, black and the awesome dark green. At first, I was obsessed with these leggings and vowed to never get anything but Aligns ever again (told all my friends to as well). Unfortunately, they quickly lost their charm. Within 4 months of wearing these about once a week the insides are COMPLETELY pilled. They are so bad I honestly feel like a hole is going to form. I ran into a complete stranger at my hair salon and she said ""I feel like I'm going to look down at some point in the day and see a huge hole!"" I literally can pick large chunks of fabric off. Throughout the day, these pants stretch out quite a bit and I am constantly having to pull them up.",1,SWEATY GENERALIST,18-24,"VANCOUVER ISLAND, BRITISH COLUMBIA, CANADA",CURVY,"SEPTEMBER 9, 2018","Align Pant II 25"""
1203,"When I first got these I LOVED THEM. They were so soft and comfortable and I just was using them for lounge wear and running errands. I got these about two weeks ago and they are already piling where my thighs rub together, threads are coming loose on the stitching, and there's even one random thread hanging out in the middle of the thigh. I'm so sad because I love the pants, they fit great and feel great but this is the fifth pair of pants I've purchased from Lulu in the recent years that have made it clear that the quality of everything they do has gone downhill. I have a pair I bought back in 2006 that's in better shape than these after one month. I'll never purchase again. Save your money. Go to costco, their stuff lasts way longer.",1,YOGI,18-24,"CALGARY, AB, CANADA",CURVY,"AUGUST 28, 2018","Align Pant II 25"""
1204,"I was in love when I received these! And then I noticed the seams at the bottom were not finished... I went to the Lulu store and they fixed them real quick. Next... After maybe two wears the pilling was insane. They're so comfy and wonderful but the pilling is just ridiculous. I bought a second pair in black in store, and sadly the seams had the exact same problem but this time on the thigh! So I decided to just exchanged them for a simple pair of wunder unders. I was in love with these as soon as I put them on the first time, but after that nothing but disappointment.",1,,18-24,"VICTORIA, BC, CANADA",,"AUGUST 27, 2018","Align Pant II 25"""
1205,"I have 4 pairs of Aligns because I keep repurchasing new ones after the old ones pile! I take great care of my Lululemon clothing, but the Aligns always pile and the seams come loose after 2 months of light wear :(. Super disappointed because I love the color selection but the quality does not hold up to the price!",1,SWEATY GENERALIST,18-24,"TORONTO, ON, CANADA",ATHLETIC,"AUGUST 20, 2018","Align Pant II 25"""
1206,"Bought these pants in black, instantly pilled after the first wash, the colour appeared faded, and didn't stay up when on. Lulu has other fantastic items, unfortunately this one is a dud",1,YOGI,18-24,"HALIFAX REGIONAL MUNICIPALITY, NS, CANADA",SLIM,"AUGUST 16, 2018","Align Pant II 25"""
1207,"I recently purchased ANOTHER pair of these pants when I was in Edmonton, Alberta.Yes, I loved them so much when I originally bought them in April that I just had to grab another pair at the beginning of July. I hadn't gotten around to wearing them until today and I only wore them for THREE HOURS before the seam on the waistband had become completely unraveled. This was the first time I had ever worn them and they are already unwearable. I am extremely disappointed, and I just want a pair that aren't ruined after wearing them for only three hours.",1,SWEATY GENERALIST,18-24,"PRINCE GEORGE, BC, CANADA",CURVY,"AUGUST 13, 2018","Align Pant II 25"""
1208,"Bought these pants because i heard they were very comfortable, which they are. HOWEVER i am wearing them for the third time and i have already noticed pilling. I haven't washed them yet. Absolutely ridiculous to have spent over $100 on pants to already have them pilling. The material feels really nice but because of the pilling it is NOT worth it. I would NEVER recommend someone buy these pants. I haven't worked out in these pants to try and avoid the pilling that everyone else in these reviews talk about. Clearly that did not work. I swear you could just be standing in these pants and not move, and they would still pill. Complete waste of money.",1,SWEATY GENERALIST,18-24,"REGINA, SK, CANADA",ATHLETIC,"AUGUST 10, 2018","Align Pant II 25"""
1209,"I bought three pairs of these pants a few months back when I went to Lynnwood , and LOVED the way they fit and felt. Because I loved them so much, I decided to purchase 3 more pairs a few weeks later. Fast forward to present day and 6 pairs later, the quality has not held up. So disappointing. I only ever washed them together and that didn't even help the quality. They stretched and pilled on their third or fourth wash. Do yourself a favour and don't sink hundreds of dollars into these pants like I did!",1,,18-24,"SEATTLE, WA, USA",PETITE,"JULY 29, 2018","Align Pant II 25"""
1210,"They are sooo comfortable, it's like you aren't wearing pants, however they begin to pill after maybe 2 wears terribly between the legs, and then all over. This is my second pair of Align pants in the last 6 months that has completely lacked in quality despite my diligence in cleaning them according to instructions. Super disappointing... time to find a new style that will hold up better...",1,SWEATY GENERALIST,18-24,"VICTORIA, BC, CANADA",PETITE,"JUNE 19, 2018","Align Pant II 25"""
1211,"A couple months ago I bought two pairs of this pant, one of the align 2 and one of the cropped pair. After trying them on in store I thought they fit perfectly and were super comfortable so I thought they would be a great buy for yoga. After maybe 1 or 2 washes both of the pants starting pilling! Now after having them for 2 months they're already pretty worn down between the legs and some seams are coming apart! I absolutely love how the pants fit I'm just really upset that I paid this much to get disappointing quality, even after following the detailed wash instructions. When I spend this much money on a product I expect them to be a commitment and last a good time but so far they're showing wear of pants I've had for years and not a couple months!",1,YOGI,18-24,"LONDON, ON, CANADA",ATHLETIC,"JUNE 18, 2018","Align Pant II 25"""
1212,"These pants feel amazing when you first put them on but don't let them fool you, I wore them to the gym once and before I had even washed them they already had thread coming loose from the seam on multiple areas.....",1,SWEATY GENERALIST,18-24,VANCOUVER BC,ATHLETIC,"JUNE 7, 2018","Align Pant II 25"""
1213,"Also bought these pants and very disappointed, the pilling is extremely bad to the point where they are see through. Also put in the wash one day and the logo came off, which is very confusing?? Do not recommend.!",1,,18-24,"SUMMERSIDE, PEI",CURVY,"JUNE 5, 2018","Align Pant II 25"""
1214,I am so disappointed in this product. It has pilled after only a few times of wearing them and the seem has started to let go in the bum. I am a loyal lulu lemon customer and I am so upset about the quality of this product. I do not recommend it!! Very disappointed after spending the amount of money that I have on this product.,1,YOGI,18-24,"CHARLOTTETOWN, PEI",ATHLETIC,"JUNE 2, 2018","Align Pant II 25"""
1215,I am usually happy with Lululemon's sports wear as they are very comfortable and stylish. BUT I am extremely disappointed with these tights as after multiple washes they have started to wear out and now the fabric seems to be degenerating. The thigh area has been piling like crazy and have stretched out very quickly. definitely do not recommend these!!!,1,RUNNER,18-24,"CALGARY, AB, CANADA",CURVY,"MAY 24, 2018","Align Pant II 25"""
1216,I was so excited and happy when purchasing my first pair. After less than four times of wearing them & carefully washing them I noticed the seams were coming out and there was a hole in them. I wish I got my moneys worth.,1,RUNNER,18-24,ONTARIO,ATHLETIC,"MAY 13, 2018","Align Pant II 25"""
1217,"I am a loyal lululemon customer, every piece of work out gear I own is lululemon so this is truly not me trying to bash their products, all my other products are great quality which is why this was so surprising! But i ordered two pairs of these leggings, because i heard great things, and i wore the black leggings to the gym and my first time there they started to pill, I hadn't even washed them yet! There is now a loose thread on the hip and the pilling gets worse with every wear. I thought maybe it was just like a glitch in the particular pant, but the same things happened with the pink ones after a couple wears. I also find that the fabric loses its shape after some wears and they start to get loose, so I am yanking them up constantly in the gym, for this reason I also wish I had sized down since they stretch out. I'd advise to opt for a different legging until they fix this quality issue.",1,,18-24,"CALGARY, AB",ATHLETIC,"MAY 4, 2018","Align Pant II 25"""
1218,"I must be the biggest fan of lululemon in the world. I had heard so much about these pants that I knew I just needed to buy them. From the moment I slipped them on, I fell in love. However, after only a few wears, the pants started pilling like crazy (in the crotch area but also on the front of my calves??). I was so disappointed. Thinking this was just a fluke, I decided to buy another pair a few months later. Again, the same thing happened. I now own two pairs of black align pants I absolutely love but cannot wear due to the very awkward pilling. I am heartbroken..",1,YOGI,18-24,"FREDERICTON, NB, CANADA",ATHLETIC,"MAY 2, 2018","Align Pant II 25"""
1219,"I loved the feeling of these tights when I first got them! But after only a few washes, I started to notice pilling on the outside of the thigh which I thought was a weird spot. I love these tights, but now feel as if I cannot wear them. And I do not want to purchase another pair if they are going to do the same thing.",1,SWEATY GENERALIST,18-24,,ATHLETIC,"APRIL 30, 2018","Align Pant II 25"""
1220,"I purchased a pair back in November and instantly fell in love. When some other colours came out, I knew I wanted to get them. So a few weeks later I got two new pairs. Next thing I know is that ALL THREE PAIRS are pilling in between the thighs and the original ones are getting fuzzy on the top of the thighs. It wouldn't be that bad, but the colours make it look so bad. I am beyond disappointed with these pants... I can't even wear them in public anymore. DO NOT get them.",1,SWEATY GENERALIST,18-24,"VANCOUVER, BC, CANADA",ATHLETIC,"APRIL 26, 2018","Align Pant II 25"""
1221,"In love with the feeling and fit of the align II pants. They are my favourite pants to wear casually day to day and I own multiple colours. HOWEVER, they pill like crazy! almost to the point that they're uncomfortable to wear. When paying 100 + dollars for a pair of pants, i expect them to last longer than 2 months. It is disappointing that my favourite pants are so pilled that i can no longer wear them.",1,SWEATY GENERALIST,18-24,SASKATCHEWAN,ATHLETIC,"APRIL 25, 2018","Align Pant II 25"""
1222,"Bought these because I absolutely fell in love with them trying them on and it was my first pair of lululemon pants so I had very little knowledge about fabrics and had no one help explain the various pros and cons that comes along with them. A tradeoff quickly happened with these align pants, although they were amazingly soft against your body, after a couple wears and washes I am too embarrassed to wear them out because they look so ratty from the pilling as if I have owned them for years. I expect more quality and durability from pants with such a high price tag. Very disappointed because I honestly really wanted to love them and I do think they look amazing at first.",1,SWEATY GENERALIST,18-24,"VANCOUVER, BC, CANADA",SLIM,"APRIL 25, 2018","Align Pant II 25"""
1223,"I love the fit of these pants, they're amazing for pretty much any sort of activity and it dosen't hurt that they make the butt look amazing but the piling is awful. I only wash it with other Lululemon products, I lay them flat to dry but they're still get all messed up. For the price the pilling is not worth it",1,SWEATY GENERALIST,18-24,"OTTAWA, ON, CANADA",ATHLETIC,"APRIL 19, 2018","Align Pant II 25"""
1224,"Super disappointed with the quality of these pants! I am a frequent lulu buyer and usually go with a different legging, I decided to switch it up and try these but I was so disappointed in the quality. After a few times wearing them and without even washing them they began to pill. The material has also stretched quite a bit and now are way too big for me and full of pills!!",1,RUNNER,18-24,,ATHLETIC,"APRIL 18, 2018","Align Pant II 25"""
1225,"I was gifted these pants in my usual size, and when I first put them on they felt amazing. They were buttery soft and sat right next to my skin. I absolutely loved them! But after the first few wears I noticed that the pants did not hold there shape. They began to stretch out to the point where I kept having to pull them up. The ankles also became ridiculously loose and looked extremely baggy. They looked awful and I can not use them for anything aside from lounging. Very disappointed!",1,SWEATY GENERALIST,18-24,"VANCOUVER, BC",LEAN,"APRIL 16, 2018","Align Pant II 25"""
1226,"I got my pants and instantly loved the way they felt and fitted. I hadn't tried the align pants before so I was used to the much different feel of the wunder unders. I wore them a few times and was literally telling people to feel my legs because I was so excited about how soft they were, but then I noticed pilling. This wasn't just typical between the thigh pilling either, this was ALL over. The pants have not kept their quality like my other lulus have and I'm so disappointed. I though they were such a great product because of the fit and feel but I would not recommend these to anyone who plans to move in them at all.",1,SWEATY GENERALIST,18-24,"NOVA SCOTIA, CANADA",ATHLETIC,"APRIL 15, 2018","Align Pant II 25"""
1227,"I purchased these pants at the end of February, as a replacement for a ripped pair. I love the softness of the pant, however the fabric quality is not as good as I expected from Lulu. Even the seams at the ankle started to unravel within the first two weeks of wear.",1,SWEATY GENERALIST,18-24,"HALIFAX REGIONAL MUNICIPALITY, NS, CANADA",CURVY,"APRIL 10, 2018","Align Pant II 25"""
1228,"I loved these pants but they've started pilling really terribly, all over the pant (not just around the inseam). I treat them really well but definitely didn't expect this within the first couple weeks of buying them!",1,SWEATY GENERALIST,18-24,"CALGARY, AB",ATHLETIC,"APRIL 7, 2018","Align Pant II 25"""
1229,"When I first received these pants for Christmas I was amazed at how comfortable they were! The material was so smooth and soft and well-fitted. I hand wash these pants in cold water, hang to dry and do light activity in them, but unfortunately the material has not held up. The seams are coming apart, they no longer retain their form, small holes have formed and There is unbelievable pilling. These pants are in much worse condition than 4 month old, nearly 100$ pants should be. Very disappointed.",1,YOGI,18-24,"OTTAWA, ON, CANADA",CURVY,"APRIL 6, 2018","Align Pant II 25"""
1230,"I heard amazing things about these leggings, but ignored the bad reviews about the pilling that would occur. These leggings are the softest and comfiest leggings I have ever worn but I will NEVER buy them again. Within 3 times of wearing them leisurely, the butt area is already pilling and overall looking worn out! I'm extremely disappointed. I didn't save up my money to only get 3 good uses out of these expensive leggings! Don't waste your money on these and avoid the disappointment!!",1,DANCER,18-24,"BEAMSVILLE, ON",PETITE,"APRIL 6, 2018","Align Pant II 25"""
1231,"I wish that I could leave a positive review about these pants, but I cannot get over some huge flaws. Yes, these are incredibly comfortable however, the quality and longevity of these pants are HORRIFIC. I've owned 2 pairs of these, as I hoped that the quality would improve. I was wrong. These pill like crazy, even when the washing and care instructions are followed to a tee. I don't even wear them to workout/exercise or run, just as recommended by an educator. The pilling on my current pair has gotten so bad in the crotch area, that I am hesitant to wear them out anymore. Pilling on a pair of pants that runs at this high of price is just not acceptable in my books. Super disappointed.",1,SWEATY GENERALIST,18-24,"VANCOUVER, BC, CANADA",ATHLETIC,"APRIL 4, 2018","Align Pant II 25"""
1232,"I got three wears out of these pants and was in love with how comfy and cute they were until the seams started unravelling! When I went back to the store to ask them to fix it they blamed me for the way I washed but when I explained to them I hadn't even washed them yet they told me they wouldn't fix it because it wasn't clean....? I continued wearing them but the unravelling got worse and I ended up getting a huge hole so I bought a new pair and those unravelled within 4 days! Awful quality and horrible customer service, so disappointed, not worth the money!",1,SWEATY GENERALIST,18-24,"EDMONTON, AB, CANADA",ATHLETIC,"APRIL 1, 2018","Align Pant II 25"""
1233,"Not happy with my Align pants. They starting pilling very shortly after my first wear, and are fraying near the cuff of the pant. I fell in love with them in the store since they are so comfortable, but not happy with the quality of the pants.",1,,18-24,"RED DEER, AB",ATHLETIC,"MARCH 29, 2018","Align Pant II 25"""
1234,"I LOVED the look and feel of these pants. I swear by them for when I want a good workout so I bought 2 pairs since I loved them so much. Then when I washed them, they PILLED so badly. Now I can't even wear them anymore",1,SWEATY GENERALIST,18-24,"TORONTO, ON, CANADA",ATHLETIC,"MARCH 22, 2018","Align Pant II 25"""
1235,"I bought 2 pairs of these, I loved the feel and look of them but literally, after following washing instructions and looking after both pairs, BOTH have started pilling after only a few wears and threads coming out of the seams everywhere! Super disappointed in the quality as these pants are not cheap and if I pay nearly $100.00 per pair they better have a decent quality. Super frustrating.",1,SWEATY GENERALIST,18-24,ALBERTA,ATHLETIC,"MARCH 15, 2018","Align Pant II 25"""
1236,I purchased these in blue tied and within the second wear pilling had already started and washing the pants as directed has made it worse. On the one side the fabric has also gotten frayed.,1,SWEATY GENERALIST,18-24,"TORONTO, ON, CANADA",ATHLETIC,"MARCH 13, 2018","Align Pant II 25"""
1237,"I tried these on in store and instantly fell in love as they were super soft and felt like you were wearing nothing. They did say that the material would pill easily - but they should've said by easily they meant instantly after only a few wears. I would not recommend or buy again because of this. When they start piling you lose the soft feeling which was one of the main reasons I purchased the pants. If you are not doing poses that involves your legs on the mat then they are okay. But for poses such as pigeon they pull and stretch, which was annoying but also made me think about the piling that that could lead to as well. I didn't wear them very often at the start to avoid the piling, but even with limited wear and taking extra care of them the immense amount of piling still occurred.",1,SWEATY GENERALIST,18-24,"OTTAWA, ON, CANADA",LEAN,"MARCH 12, 2018","Align Pant II 25"""
1238,"I am extremely disappointed with these pants. I purchased them with a a gift card that I had got for Christmas.. I went into lululemon and tried on at least 30 different pairs until I found these, the sale associate said that these are a great pant for yoga.. after the 3rd time of washing them (inside out) as recommended they started pilling. Im sorry but when spending over a $100 with tax on a pair of pants you expect them to be worth what you are paying.. I can buy a better quality pant for half the price that don't pill after the 3rd wash and 1 month of having them. I am just extremely disappointed.",1,YOGI,18-24,CALGARY,ATHLETIC,"MARCH 7, 2018","Align Pant II 25"""
1239,I love lulu leggings and other products and I am very happy with my overall experience with them but this align 25 pants are poor quality ones compared to the other leggings they have. I only wore it couple of times and pilling starts to happen around my crotch area(mind you I only wore 2 to 3 times at the gym that's all and They cost 98$) not only that the pants stretched and now it has gotten too loose. I have to readjust the pants constantly not the usual quality you would expect from Lulu! I am really disappointed in my purchase. Size down because they stretch!! and also they show sweat really bad NOT SWEAT WICKING AS ADVERTISED!!,1,RUNNER,18-24,"CALGARY, AB, CANADA",ATHLETIC,"MARCH 6, 2018","Align Pant II 25"""
1240,"I adore these pants. I love the feel, the colour, the fit - in so many ways they are my dream workout pant. However, like many other reviewers, I have concerns about the quality of the fabric. I have had these pants a little more than a week, and already the material is beginning to pill, and not even in places experiencing friction during workouts (the pilling is on my outer leg, not the usual culprit of inner thigh pilling). This lack of durability is really disappointing in an otherwise wonderful product. I wish I had listened to the other reviews before making this purchase!",1,YOGI,18-24,"TORONTO, ON, CANADA",LEAN,"FEBRUARY 27, 2018","Align Pant II 25"""
1241,"A little under a week ago I exchanged my Wunder Under's (ripping and intense pilling in the crotch) for these, as per advice of the sales associate working. I am more disappointed with these then I was with my Wunder Under's. I have had these for a little under a week and the pilling is already bad (I have wore them 2 or 3 times for yoga). This is ridiculous. I bought my normal size 6 (have never been any other size) and I find them constantly falling down. My nearest store is a two hour drive away and an exchange would take up to a month online . . . I am disappointed with Lululemon and I would not recommend these pants.",1,YOGI,18-24,"NEW BRUNSWICK, CANADA",CURVY,"FEBRUARY 24, 2018","Align Pant II 25"""
1242,"These pants are comfortable and flattering, but the fabric is way too delicate. Pilling is all over the pants and the seams. I can't wear them in public anymore because they look so beat up.",1,SWEATY GENERALIST,18-24,"TORONTO, ON",PETITE,"FEBRUARY 20, 2018","Align Pant II 25"""
1243,"I used to love the align pants, because when I first wore them they were extremely comfy and smooth. I bought these pants in three different colours, and I was sooooo disappointed when my dark carbon and black pairs have pilling all over them! I really wanted to love them but like the quality itself, in my opinion is not worth my $300. I did everything I could to save the quality of my leggings. I had hand washed them and hung to dry and still did not make any difference. Not to mention that my pants are only 9 months old. I am extremely disappointed.",1,SWEATY GENERALIST,18-24,"WHITEHORSE, YT",ATHLETIC,"FEBRUARY 17, 2018","Align Pant II 25"""
1244,"These tights run big so most girls size down from what I hear. I did. I normally wear a 4 and I got a 2 and it feels very soft. However, it shows my panty lines still. Also, the stitching pills lots and the lining is fraying. I've only had these a few months and I only wear them to the gym. I don't really wear them as everyday wear either so it's not like I brush up against my legs lots. I even follow the care instructions and hang them to dry. This is frustrating! I find the price doesn't reflect the quality. They should really lower the price on these guys.",1,SWEATY GENERALIST,18-24,"VANCOUVER, BC, CANADA",ATHLETIC,"FEBRUARY 12, 2018","Align Pant II 25"""
1245,"Unfortunately these did not perform for me. They are extremely soft witch was the upside to these pants, but they just pilled no matter how careful I was. They aren't practical",1,RUNNER,18-24,,ATHLETIC,"FEBRUARY 11, 2018","Align Pant II 25"""
1246,"I REALLY wanted to love these pants and ended up buying the black pair about 3 months ago despite the negative reviews they received. I found that the pants were really cute and very comfortable during the first wear but the pilling and fabric ripping was SO bad that it actually started immediately upon the first wear. Something about the material actually makes the whole pants pill SO badly even without putting them through the dryer (which I am careful to never do). Now, after occasional lounge wear over the course of 3 months, my lulus are covered in pills and have several rips in the leg seams. I am very careful with these pants and only use them for their intended purpose, as yoga and lounge pants..yet they are falling apart. For almost $100.00 pants I am really disappointed. As a customer, I expect higher quality than this for the price that lululemon is asking. I honestly feel ripped off and don't know if I will try another pair of lululemon yoga pants after this experience. If you are looking into these, you may want to consider an alternative because to be completely honest they were a real let down in my experience : (",1,,18-24,"ONTARIO, CANADA",PETITE,"JANUARY 31, 2018","Align Pant II 25"""
1247,"These pants are a waste of money, they pilled before I could even wash them, and in the ""dark carbon"" color it's so noticeable. For being one of my first pairs of Lulus it didn't leave a very good impression. Should've listened to the other reviews.",1,SWEATY GENERALIST,18-24,ONTARIO,CURVY,"JANUARY 23, 2018","Align Pant II 25"""
1248,"After three wears, before washing them, I noticed slight pilling on the fabric. Since they were a gift, I was hesitant to return them so I handwashed them in cold water with baby soap, but over the next three weeks of wearing them the pilling has worsened, especially on the seat. It is from everyday wear and sitting down, not from extreme wear or working out.
Since I have already washed them, and owned them for three weeks, I can't return them now, but I would not buy them again. They don't live up to the high standard of other lulu leggings!",1,SWEATY GENERALIST,18-24,"SQUAMISH, BC, CANADA",PETITE,"JANUARY 21, 2018","Align Pant II 25"""
1249,I was very excited to get these pants as they feel and look really good. I made my decision to buy them after a lot of research since they are not cheap. I was in love when I tried them on and was so excited to make an investment in pants that (i thought) would last me a while. VERY DISAPPOINTED THAT THEY HAVE LINT AFTER THE FIRST WASH. I couldn't return them because I had already washed them. Just so disappointed and regret wasting money on these.,1,SWEATY GENERALIST,18-24,"TORONTO, ON, CANADA",CURVY,"JANUARY 20, 2018","Align Pant II 25"""
1250,"Got these pants a couple of months ago and recently they started to pill. They're so soft and comfortable, so I am disappointed I can no longer wear them out and about. I did not wear them beyond regular wear-and-tear. It's a shame!",1,RUNNER,18-24,"VANCOUVER, BC",PETITE,"JANUARY 15, 2018","Align Pant II 25"""
1251,"Got these for christmas as lounge pants, and they are honestly the softest leggings I have ever owned, but within 3 wears, they are pilling between the legs.",1,SWEATY GENERALIST,18-24,"EDMONTON, AB",MUSCULAR,"JANUARY 8, 2018","Align Pant II 25"""
1252,"These pants were amazing at the START. As soon as I got one pair I got several more. They were so comfy, soft and it felt like you were wearing nothing. DON'T be fooled. These pants have pilled like I have never seen before! I washed/cared for these pants as directed and ALL 5 PAIRS of them have pilled everywhere... Inner thighs, outer hips, top of butt etc. So disappointing as all these pairs are NOT even a year old.",1,SWEATY GENERALIST,18-24,"ONTARIO, CANADA",MUSCULAR,"JANUARY 3, 2018","Align Pant II 25"""
1253,"I bought these thinking that they would be perfect as activewear. They began pilling almost immediately. I have only washed them a couple of times within the month and a half i have had them and pilling in the crotch area is so bad. They are way too fragile for being $100... seems like the quality of a cheap pair of leggings as they nicked on something and tore very easily. I went in to see if they could be exchanged and the person working said that it is a ""fragile"" material.. what is the point of fragile activewear?? and he refused to exchange them for me.",1,YOGI,18-24,"KELOWNA, BC",ATHLETIC,"DECEMBER 19, 2017","Align Pant II 25"""
1254,"I bought a pair of align's after trying them on in store and falling in love. They are super flattering and the most comfortable lulu's I've ever worn! However, after wearing them TWICE and washing them ONCE (on delicate then air dried) they pilled and pulled everywhere. I am aware these are designed for yoga but I think I should be able to sit on the bus once without needing a new pair. I love lululemon but I am really disappointed with the quality of these pants, spend your money on something better.",1,SWEATY GENERALIST,18-24,"TORONTO, ON, CANADA",PETITE,"DECEMBER 15, 2017","Align Pant II 25"""
1255,"I really enjoyed these pants, they fit well and the fabric was so soft. However, after about four months of wearing them maybe once a week they started to look like garbage. They are pilling on the insides of my legs and the tops of my thighs. Also, the seams look like they are going as well, there are plenty of stray strings. I am so disappointed, these pants were my favorite.",1,SWEATY GENERALIST,18-24,"CALGARY, AB, CANADA",LEAN,"DECEMBER 5, 2017","Align Pant II 25"""
1256,"First off, these could be a great pant. The fabric was so smooth and I fell in love the minute I tried them on (even more so than the wunder unders). One month later and after taking perfect care of them (washing cold, hang to dry), they are pilling like crazy. So very disappointed with the quality of the material, especially for $100. Will not be buying again. Wish I had kept the tags so I could return these.",1,SWEATY GENERALIST,18-24,"SASKATCHEWAN, CANADA",PETITE,"NOVEMBER 27, 2017","Align Pant II 25"""
1257,"I bought these pants 2 weeks ago and was very pleased at first. They're super soft and light weight and feel like your own skin. But after LITERALLY 2 times of wearing them, the pilling was insane. It had the same amount of wear as pants I've had for years. I don't know why but this material is so awful for pilling on the thighs and crotch. I'm incredibly disappointed in the quality of these pants considering how much you pay for them. Won't be recommending them to anyone.",1,SWEATY GENERALIST,18-24,"EDMONTON, AB, CANADA",ATHLETIC,"NOVEMBER 26, 2017","Align Pant II 25"""
1258,"I bought these a few months ago and almost immediately they started to pill. I love lulu lemon pants and have bought quite a few pairs, but these do not live up to the old quality. They have pilled almost everywhere now and I am afraid to wear them because I feel like they are going to fall apart! Definitely would not recommend them for this price.",1,SWEATY GENERALIST,18-24,"CALGARY, AB, CANADA",CURVY,"NOVEMBER 23, 2017","Align Pant II 25"""
