,Review_Text,Rating,Persona,Age,Location,Body_Type,Review_Date,Item_Name
1341,"Love these pants, fit and feel. As others have also alluded to, they pill super quick! I bought 3 pairs of the first edition and two pairs of the second and wish they would not fall apart. I take such good care of my lulu clothing and it breaks my heart that the quality is not better.",3,SWEATY GENERALIST,25-34,"KELOWNA, BC",ATHLETIC,"OCTOBER 31, 2017","Align Pant II 25"""
1342,"It's super unfortunate that the quality of these tights aren't on par with most lulu products. The idea of these leggings is amazing but the fact that they are see through and slip is a huge problem, especially for the price! I bought these to take with me on an instructor fitness trip and was completely surprised and sad that they didn't hold up. I understand that they aren't meant for an intense work out which is why I bought them for lounging and yoga, but the quality simply isn't there. :(",1,SWEATY GENERALIST,25-34,,CURVY,"OCTOBER 31, 2017","Align Pant II 25"""
1343,"As the title entails: I wanted to love these pants so much. They were beautiful the first day I wore them, buttery soft to the touch, and felt like wearing nothing! After a seam issue with my first pair of Align I's (after 4 months) I took them in, and was given a brand new pair of align II's with no hassle. These pants were even more buttery and beautiful and the seam looked oh so promising...until they started to pill right between my thighs just months after purchasing. To be fair, these became my go-to everyday pants, but even still I expect better wear out of lulu pants! Roughly 6 months later, and this new pair looks to be in rough shape (crotch pilling) and have bagged out. Ive been buying wunder unders for year with no problems, and as much I loved the feel of these pants, they just don't seem to hold out long enough to be worth spending the $$.",2,SWEATY GENERALIST,18-24,"VANCOUVER, BC, CANADA",ATHLETIC,"OCTOBER 31, 2017","Align Pant II 25"""
1344,"It's super unfortunate that the quality of these tights aren't on par with most lulu products.I have purchased 3 pairs of align's, one pair of the version one's, and two pairs of the version two's. They fit amazing, and are incredibly comfortable, the breaking point to these is that they pill so bad after no time at all. I take care of my lulu, washed in cold and hang to dry, I don't wear them tons. No matter how gentle you are on these, they still ball up like crazy between your thighs.",1,YOGI,25-34,CALGARY,ATHLETIC,"OCTOBER 30, 2017","Align Pant II 25"""
1345,Ive had these leggings for only about 2 months now and they are already not worth the amount to pay for them. I washed them within all the specific requirements and they started pilling all on the butt and down the thighs in the back. I was really excited to wear these for awhile but they are not lasting very long. I hope that since i do not live near a lululemon that i could send them back and get a new pair. Hopefully i just got a bad pair because i really do love the fit of them.,2,,,"SAINT JOHN, NB, CANADA",,"OCTOBER 30, 2017","Align Pant II 25"""
1346,My Align pants have been washed and always hung to dry and they look like cheap discount store leggings. The material has pilled at places that don’t even rub on anything. I have definitely changed my mind about ordering more colours! Not worth the price. Go back to quality materials Lulu!,2,SWEATY GENERALIST,35-44,CHILLIWACK,ATHLETIC,"OCTOBER 30, 2017","Align Pant II 25"""
1347,"I went to lululemon looking for leggings I could wear casually and for work, these were recommended by one of the sales associates. As soon as I tried them on I loved them, they are so incredibly comfortable and fit perfectly. I loved them so much I went back three weeks later to buy a second pair. The only reason I gave them four stars and not five is because I bought my usual size, size 4 and they have stretched a bit and don't fit quite as nicely as they did before. My second pair I decided to get a size 2, and they are perfect. The sales associate let me know that these aren't meant for excericising in like some of the more technical leggings. I have gone rock climbing in them though and am very happy with how they performed. I will probably be getting a third pair in a few months!",4,SWEATY GENERALIST,25-34,"EDMONTON, AB, CANADA",MUSCULAR,"OCTOBER 29, 2017","Align Pant II 25"""
1348,"I purchased the grey align back in August and they're already starting to ball up on the thigh area. Super sad because I love these pants! They are so comfortable and work with everything from going to class, running errands, to working out.",2,RUNNER,18-24,ON,ATHLETIC,"OCTOBER 29, 2017","Align Pant II 25"""
1349,I was so in love with the crop version of these pants that I bought the 7/8 pant. Was super disappointed that after a few month they started pilling around the butt area. I own several pairs of lulu pants and never had pilling happen till now. Very sad :(,2,RUNNER,18-24,"KINGSTON, ON, CANADA",ATHLETIC,"OCTOBER 29, 2017","Align Pant II 25"""
1350,"I bought these pants and I really wanted to love it. They were very comfortable - it felt like you were not wearing any pants at all - and it fits nicely. However, after only two washes it had already started piling. I followed the care instructions and even double checked on the website to make sure I don't ruin them :( I don't think it's worth the price I paid for considering that I have other pants that lasted me for over 4 years (wunder under).",2,,25-34,CANADA,LEAN,"OCTOBER 28, 2017","Align Pant II 25"""
1351,I have the align pants in two colours red and black. However I've noticed the black ones especially because they have had more wear are not as durable as the two pairs of wonder unders I own. I would suggest sizing up from your regular legging size to avoid having the seems tear on the inside of the leg (I'm normally a 6 should have purchased the 8). After a few washes my black ones started to show its age. Also if your travelling not the best choice for leggings for sure. These leggings are for delicate use only. However I am a fan of the fabric and barely there feel for sure.,3,CYCLIST,25-34,"CALGARY, AB, CANADA",ATHLETIC,"OCTOBER 28, 2017","Align Pant II 25"""
1352,"My first time experience at lulu was awesome, I got a great service. I asked for a workout legging, and I was suggested the Align Pant II *25"" leggings for being the best for my activity level. I love the fit and color, but noticed after a few wears I noticed they started looking worn and old the seams are not holding. I returned to a different location and they informed me that these leggings we NOT for training. I specifically asked for training leggings and I got misinformed. Real upsetting",1,SWEATY GENERALIST,25-34,MONTREAL,ATHLETIC,"OCTOBER 27, 2017","Align Pant II 25"""
1353,"I own 3 pairs of these Align Legging Pants and I truly LOVE them. However, my 13 yr old daughter purchased a pair a couple of months ago and after wearing them less than a handful of times they have come apart on the seam in the bum area - about 2 inches in length. (A rather agonizing embarrassment for a 13 yr old to experience at school I might add) She is extremely disappointed to say the least. I gave her a pair of mine to ease the blow a slight bit. I have been an avid shopper with Lululemon for many, many years (and for my three daughters as well) This is the first time something like this has happened but it truly makes me question the quality of product at such a steep price.",2,RUNNER,35-44,MANITOBA,ATHLETIC,"OCTOBER 26, 2017","Align Pant II 25"""
1354,These are the best pants I've bought in a long time. An incredibly soft and comfortable pair of leggings.,5,RUNNER,18-24,"VANCOUVER, BC",PETITE,"OCTOBER 26, 2017","Align Pant II 25"""
1355,"I got these pants cause the fabric felt amazing but after wearing them twice they are already pilling at the crotch area. It's extremely disappointing that this is already happening. It's such a shame, they are so comfy. I would absolutely not recommend them though, because of the excessive pilling.",1,SWEATY GENERALIST,18-24,"MONTREAL, QC, CANADA",CURVY,"OCTOBER 26, 2017","Align Pant II 25"""
1356,"I am obsessed with these pants! The nulu fabric feels so soft, it barely feels like your wearing pants! The high waist is awesome because it keeps your mid-area in, without feeling like you are being suffocated. I own quite a few pairs of these and have not had any issues. I wash them very carefully and with other lulu stuff only, and they have held up very well!",5,SWEATY GENERALIST,25-34,"TORONTO, ON, CANADA",ATHLETIC,"OCTOBER 25, 2017","Align Pant II 25"""
1357,"i absolutely love the fit of these pants and how soft the material is, but I'm so sad to say that they are super stretched out already, super baggy, and theres piling in the crouch area and I've only owned them a couple months worn a handful of times.",3,SWEATY GENERALIST,25-34,"VANCOUVER, BC, CANADA",ATHLETIC,"OCTOBER 25, 2017","Align Pant II 25"""
1358,I have two pairs and absolutely love the fit. They are so comfortable and keep everything sucked in tight! They really are my favorite which is disappointing as they start pilling right after the first wash. I want another pair but don't want to spend that much if they will just wear out right away. The last pair I bought felt new for one wear until the sides were rough with pilling.,4,RUNNER,25-34,TORONTO,CURVY,"OCTOBER 24, 2017","Align Pant II 25"""
1359,"I ordered a pair of these online which were delivered in less than a week. To my shock and disappointment, there was a 1 1/2"" hole in one leg. The hole was not caused by a ripped seam. Somehow the fabric was cut. Both the plastic bag and the shipping bag were undamaged so I can only assume this happened at the factory or during packing. The material is also a lot thinner than the older pair I got many years ago which I love and still wear to yoga. Please improve your QA and bring back the quality we trusted.",1,YOGI,45-54,"VANCOUVER, BC",SLIM,"OCTOBER 24, 2017","Align Pant II 25"""
1360,"I love these leggings, however, so does my cat. Her little nails have created snags up and down them and I sadly didn't notice until it was too late. If you own a kitty that likes to paw you for attention or knead you in love, this fabric and these leggings are not for you. They snag too easily for the price and are not durable.",2,RUNNER,18-24,CANADA,PETITE,"OCTOBER 22, 2017","Align Pant II 25"""
1361,"When I first got these pants I loved them so much! Within a month I got a second pair because they were so amazing... however, the quality of these pants is very poor. They quickly began pilling (2 months) and even getting holes (within 6 months). I was so disappointed, they are absolutely amazing initially but I cannot justify buying another pair as the two I have are completely unwearable.",1,SWEATY GENERALIST,25-34,"ONTARIO, CANADA",CURVY,"OCTOBER 22, 2017","Align Pant II 25"""
1362,"I was so involve with the new colours that I couldn't wait to get my hands on these. After only three wears, they are pilling... everywhere. Short bike ride into town, pill. Yoga, pill. Gymnastics based class, pill. Absolutely not worth the money.",2,SWEATY GENERALIST,25-34,"TOFINO, BC, CANADA",ATHLETIC,"OCTOBER 22, 2017","Align Pant II 25"""
1363,"Absolutely love the feel, and comfort of these pants and would say they're totally worth the buy other than the fact for the insane amount of pilling. Wouldn't have bought these had I known they would look disgusting and be completely destroyed by the pilling, and ripping seams.",2,SWEATY GENERALIST,UNDER 18,"COLD LAKE, AB, CANADA",SLIM,"OCTOBER 21, 2017","Align Pant II 25"""
1364,"I LOVE these pants, I lost my first pair and got a new one ASAP because they are so soft and fit perfectly. Sadly, I've had my new pair for less than a year and the fabric between the legs is already weared off and balling up... Very disappointing since i loved the feel of these so much.",2,DANCER,18-24,"MONTREAL, QC, CANADA",ATHLETIC,"OCTOBER 21, 2017","Align Pant II 25"""
1365,"I loved these pants when I first got them, with my first pair I had to return them in store because they were coming loose at seams right away. With my second pair after a few washes there was a considerable amount of piling even when washed properly. I like these pants because of the comfort, but next time I would personally go with a different type of pant that is sturdier.",2,SWEATY GENERALIST,18-24,,,"OCTOBER 21, 2017","Align Pant II 25"""
1366,"I am a huge fan of the original Align crop/pant. I have 4 already. However, they all have a lot of pilling around the inner thigh area. Best fit and material, and I use them all the time. I recently order the Align II pant in the Lacescape black, and I am so disappointed in the fabric. It feels cheap, and it rolls at the waist, nothing like the original soft material of the previous pant. Although this new material may prevent pilling, it is not great and feels cheap. I'll stick to my original Align crops, even with the crazy pilling.",3,SWEATY GENERALIST,35-44,"TORONTO, ON",PETITE,"OCTOBER 20, 2017","Align Pant II 25"""
1367,These pants are so comfortable and wash fantastic but after only a few times of wearing them they started pilling. I even noticed that some of the seams were coming undone on the legs. I wish I would have read the reviews first prior to buying as I would have reconsidered and purchased a different pair. I was sad that for the price point they did not last as long as I would have hoped.,3,RUNNER,25-34,"CALGARY, AB, CANADA",CURVY,"OCTOBER 20, 2017","Align Pant II 25"""
1368,"I bought my lulu aligns just over a year ago, and honestly, they are my favourite comfort pant. If I have to put pants on and don't want to, these are my go to's. However, after just over a year of LOUNGING only, and I am talking lazy sundays on the couch kinda lounging, they are completely worn out, pilled and even have holes in places :(",3,SWEATY GENERALIST,18-24,"ALBERTA, CANADA",CURVY,"OCTOBER 20, 2017","Align Pant II 25"""
1369,"After a couple times of wearing it, piling started to build up, especially and very noticeable in between my thighs. Because of that, the fabric feels rough and visibly looks terrible with the piling. It looks like I am wearing a pair of leggings that is years old when I've only had it for a couple months. For over $100 after tax, the quality of the material should uphold way longer than that. Very disappointed",2,SWEATY GENERALIST,18-24,"TORONTO, ON, CANADA",CURVY,"OCTOBER 19, 2017","Align Pant II 25"""
1370,"The fit and feel of the leggings are perfect but I just got these, only worn 2 times and the material is already pilling!!! Very disappointing considering the price of the product..",2,SWEATY GENERALIST,25-34,"SUDBURY, ON, CANADA",ATHLETIC,"OCTOBER 19, 2017","Align Pant II 25"""
1371,"I purchased these after a pair of my wunder under ended up being sheer after recommendation from a online chat on Lululemon GEC. After 8 months of occasional use they look so worn. I would never wear them out of the house. I have lots of lululemon and wash it all together and hang dry but these pants bill so badly! I have lots of luon pants from 5+ years ago that still look perfect. I'd say pass on these, nulu is definitely not a long term fabric.",1,SWEATY GENERALIST,25-34,"WINNIPEG, MB, CANADA",ATHLETIC,"OCTOBER 18, 2017","Align Pant II 25"""
1372,"Today it has been exactly 10 days since I ordered my first align pants. Received it last week. Today was the second time I was wearing them. I didn't wash them yet. Before beginning my yoga class, I decided to go on the bicycle machine. I was biking very really slowly for 5 minutes at a level of 3, which isn't a high intensity. Kept my legs spread to avoid peeling. I looked down between my legs after 5 minutes but thought it was just my hair caught down in the crotch area. I was so shocked to realize that it was actually the seams that was unraveling. I am really disappointed because today I just received in the mail my second pair of align and already cut the tag out. But I have 2 other align pants in the mail coming. I will be sending them back the moment I receive them :(. I am so disappointed. I loved the feelings of those pants and NEVER had any issues with any Lululemon clothes before :(",1,YOGI,18-24,"MONTREAL, QC, CANADA",ATHLETIC,"OCTOBER 17, 2017","Align Pant II 25"""
1373,"Let's start off by saying - read the description. Meant for yoga only, not day-to-day wear. Pilled slightly on the front of my hip when worn for anything but yoga, but still the most comfortable pants. Tend to stretch slightly in hot yoga when you get super sweaty, but still the best option for yoga. Love these.",5,YOGI,25-34,"SASKATOON, SK",LEAN,"OCTOBER 16, 2017","Align Pant II 25"""
1374,I love the feeling of this fabric. They stay up well and I have not experienced any of the pilling issues that others report. I wash my lulus all together in one load so that they are not washed with anything abrasive such as cotton or zippers.,4,,35-44,,ATHLETIC,"OCTOBER 16, 2017","Align Pant II 25"""
1375,"I purchased these in this exact colour, along with other colours (black, forest green, midnight blue, etc). I loved them because they were super comfortable and fit so well with my expanding belly, while pregnant. I bought various colours for this reason, but they all pilled and look so yucky after wearing only a few times. Definitely not worth the price. I wish I had tried one pair for a while before investing in so many others, although, you shouldn't have to do that with a brand you trust.",1,SWEATY GENERALIST,35-44,"FREDERICTON, NB, CANADA",CURVY,"OCTOBER 16, 2017","Align Pant II 25"""
1376,"I love the feel of these pants, they are by far the most comfortable I have ever worn. However, despite following the care instructions, within a few washes they develop a large amount of pilling and became very rough. I was so sad that this happened to my first pair, I went and bought a second to see if it was just a one-off. The exact same thing has happened to my new pair. They feel amazing at first, but for $98.00 I wish they would have lasted longer.",2,,,,,"OCTOBER 15, 2017","Align Pant II 25"""
1377,"Brand new, pants are great-material is beautiful and fits beautifully. However I'm not finding that they breathe that well. After a gym sesh you should def wash them and not air dry and re wear. So as you can see if you're washing them that often then pilling starts. Always air dry after washing of course. Also crotch area stretches out after a year of use about.",3,SWEATY GENERALIST,25-34,"VANCOUVER ISLAND, BRITISH COLUMBIA, CANADA",MUSCULAR,"OCTOBER 14, 2017","Align Pant II 25"""
1378,Bought these pants to wear on a trip to Europe.,2,SWEATY GENERALIST,25-34,"TORONTO, ON, CANADA",ATHLETIC,"OCTOBER 14, 2017","Align Pant II 25"""
1379,I absolutely love the align pant. I have them in three colours now and practically live in them!!,5,,35-44,,CURVY,"OCTOBER 13, 2017","Align Pant II 25"""
1380,I got these leggings because I heard so many rave reviews and many of my colleagues and friends bought them. For the first month or so they were great- though I was nervous because the fabric seemed a little fragile. I've only worn them as leggings and never to exercise in and have properly washed them and hanged them to dry. There is now crazy piling between the legs and some of the seams around the ankles have started to come undone. Very bad quality for the money spent.,2,SWEATY GENERALIST,35-44,"OTTAWA, ON, CANADA",PETITE,"OCTOBER 13, 2017","Align Pant II 25"""
1381,"When I first got these pants, I want in love. They are super comfortable. I bought in black so that they would go with everything. My love for the product lasted a few weeks until the pilling set in. I never dry my lulus and always hang to dry and that seems to work for every other pair aside from these. Now I have visible pilling on top of the legs and in between as well! So unfortunate, I want to love them but it's not worth the money.",2,,,"KELOWNA, BC, CANADA",,"OCTOBER 12, 2017","Align Pant II 25"""
1382,"These are GLORIOUS... I absolutely love the ""align"" line. I have a pair of black align crops that I got second hand and I love them. I just got these about an hour ago and I had to come on and write this review. First of all, if you're hesitant about the night tide colour (WMTM), GET IT, it's darker and really beautiful in person. These are extremely comfy, feel incredibly soft, and truly feel like you are wearing nothing at all. Note: These are not compression-type pants, so if you really like being ""sucked in"" you might want to try them on in-store before you buy. For pilling: with the crops that I got secondhand and have had for a few months now, I do get a bit of pilling between the thighs from time to time but I just take my fabric defuzzer to it (gently) and it takes it away. Lululemon stands behind their product and I know if these get pulls or pills they will take them back, so they are WELL worth the price.",5,SWEATY GENERALIST,18-24,"HAMILTON, ON, CANADA",MUSCULAR,"OCTOBER 12, 2017","Align Pant II 25"""
1383,"Hands down the most comfortable, naked feeling leggings I ever own. You can tell they're super delicate material and from learning my own lessons at the gym and everyday wear, I notice that they will pill and they will be easily ruined if you rub it against some other material of clothes or of course, velcro (from gym stuff). This is aside from having to cold water wash it (separate from other clothes) on delicate and hang dry.
I am super careful with them and thus I haven't had any issues with pillings with my most recent bought aligns (I own like 4 of them). I think most people get pilling with theirs is probably because of rubbing onto other materials of clothing.
These are very delicate material, and I am not too surprised that it requires one to go to an extent to maintain the quality.
Would I still buy another one? **** yes. I just simply haven't found another pair (different brand or not) of leggings that can beat this. And to be wearing a legging but feeling like you're not wearing anything, that feeling is amazing.",5,SWEATY GENERALIST,18-24,"OREGON, USA",ATHLETIC,"OCTOBER 12, 2017","Align Pant II 25"""
1384,I love these tights for yoga - I think they are my absolute favourite to practice in.. I was a wunder under fan for many years but I find these much more comfortable and I also find that the stay put without me having to tug them up. They are so light and easy to throw on.,4,SWEATY GENERALIST,25-34,"VANCOUVER, BC",ATHLETIC,"OCTOBER 11, 2017","Align Pant II 25"""
1385,"I loved how soft and thin the material was when I first bought the leggings four months ago. However, the softness and thinness caused the leggings to rip at the knee so easily! I often do yoga or workout on my carpet and these leggings could not handle the friction at all. Worst leggings to buy from Lululemon. They are not meant for a person with a very active lifestyle.",1,SWEATY GENERALIST,18-24,"VANCOUVER, BC, CANADA",CURVY,"OCTOBER 11, 2017","Align Pant II 25"""
1386,"I love the color of theses leggings although after wearing them a few times i noticed, that the bottoms of the pants started becoming loose and loose around the waist. i wasnt very impressed how the quality of leggings held up over time. I expected more from an expensive brand.",1,RUNNER,UNDER 18,"COURTENAY, BC, CANADA",,"OCTOBER 11, 2017","Align Pant II 25"""
1387,The material is too soft and it does not hold the shape. Nothing like the old Lulu materials! The sizing seems to be off. I am a size 4 but these are running big!,2,YOGI,35-44,"TORONTO, ON",PETITE,"OCTOBER 11, 2017","Align Pant II 25"""
1388,"I love the align, and although I know people have the problem with the pilling, I only experienced this once with a deep cherry colour when they first came out with this innovative new material and they allowed me to exchange them or get my money back.
I have several pairs because I practice and teach yoga, so maybe I'm not experiencing pilling because I rotate them so they don't get over worn ?? I also always hang to dry. I have noticed that this new batch of align have a bit more substance to them, with almost the same feel and fit, so maybe this pilling will not be a problem any longer. I am 5'5 and 133 lbs, with curvy hips and take a size 6. I can wear a size 4, but then the front panel rolls down when I practice. Please never stop making them!",5,YOGI,35-44,"EDMONTON, AB, CANADA",CURVY,"OCTOBER 10, 2017","Align Pant II 25"""
1389,These pants are very soft and comfortable. Great for weightlifting. Size down if you want a tighter fit. I am normally a size 6 in luxtreme tights and I purchased these in a size 4 and they offer a snug/tight fit and still allows for total freedom of movement for weight lifting and stretching. Love these!,5,SWEATY GENERALIST,35-44,"ST. JOHN'S, NL, CANADA",MUSCULAR,"OCTOBER 10, 2017","Align Pant II 25"""
1390,"initially I purchased these pants in my usual size, 4, and found that I had to keep adjusting them....I exchanged them for a size 2 and they fit fantastic!....love how soft and comfortable they are. Cozy for the cooler temperatures. I now own 2 pair!
I found the crop style to be a bit shorter in length but the 7/8 are perfect for the fall season.",5,YOGI,35-44,"ALBERTA, CANADA",SLIM,"OCTOBER 10, 2017","Align Pant II 25"""
1391,"I bought two pairs of these leggings because I was in love with how soft they were when I tried them on. However, I haven't had them THAT long and they are already starting to pill everywhere which is very disappointing :(",2,,18-24,"VANCOUVER, BC, CANADA",,"OCTOBER 9, 2017","Align Pant II 25"""
1392,"I am the person who never writes reviews, but I had to as the quality of these leggings were so bad. When I tried them on in the store, I felt amazing cuz they fitted me like a glove and were so soft. I felt so disappointed as they stretched out and started piling only after a few hours of wearing them. It was not that I worked out in this pair or did an outdoor activity; I wore these for my class, so I just walked from a building to another building back and forth and mostly sat in a chair. I am a petite, 105lb, so it was pretty surprising to see these leggings were not lasting after only one wear. After I washed them (note that I washed them with great care as I didn't want to ruin them more as the seams were already piling), even though I dried them on the rack not by a dryer, they lost the support that it used to have when I firstly tired it on and were piling everywhere. I expected more than this when I paid more than $100 for a pair of leggings, and I am so disappointed by the quality of this product. I can't even return them as I took off the tag and altered the length at the store, so I feel like it was a huge waste of money to invest my $100 on this pair.",1,,18-24,"TORONTO, ON",PETITE,"OCTOBER 8, 2017","Align Pant II 25"""
1393,"I'm going to start off by saying that these are hands down the most comfortable pair of leggings that I have ever owned. However, if you're looking for a quality pair that will hold up, these are definitely not for you. If you're spending $100 on a pair of leggings, you want them to last you a significant amount of time and continue to look good right? These literally start to pill after the first wear and the threading starts to look worn and cheap! This seems to be a common complaint with lululemon products, especially the Align's. I would also like to point out that I take really good care of them. I wash them inside out and separately from all of my other clothes on a delicate cycle in cold water, then I allow them to hang dry. They are pretty high maintenance and still nothing I have done has prolonged the quality. I finally decided to write a review (which I never do) after having to exchange my last pair. I wore them for a total of two hours at a friends house for dinner and the threading was starting to come loose! The employee that I was dealing with tried to talk me into exchanging them for a different, higher quality style that would suit me better. I was a little annoyed as these are my absolute favorite comfort-wise. The quality should be there for EVERY single style at that price point regardless of how they are being worn. For the record, I've also owned a pair of Wunder Unders. They were less comfortable, pilled, AND faded. With that being said, I think I've given up on lululemon completely. The quality of their product needs to improve before I drop another $100+ on a pair of leggings that don't hold up while being worn lightly. Also, while contacting the GEC is extremely helpful and I've always been satisfied, I will say that having to constantly explain how the quality just isn't holding up, wait for a solution, and send them back is starting to become extremely tedious.",2,,,"VANCOUVER, BC, CANADA",CURVY,"OCTOBER 8, 2017","Align Pant II 25"""
1394,"Love this material, I haven't experienced any of the pilling that the other reviews mention. there super soft and I love the colours.",5,SWEATY GENERALIST,18-24,,CURVY,"OCTOBER 6, 2017","Align Pant II 25"""
1395,"After falling in love with the feel of nulu, I purchased three different colours. However, after only about 2 months of wearing them to yoga they are pilling at the shins and getting fluffy threads. For the price I expected better quality.",3,YOGI,18-24,,,"OCTOBER 5, 2017","Align Pant II 25"""
1396,"I was in love with these pants and wanted to get rid of all my other lulu pants and just own the align leggings. They feel so amazing on but within 5 days of purchase they pilled after wearing for one yoga class and one wash that only had lulu pants in it (no zippers, towels ect.). I brought them back and exchanged them and have now had the new pair for 5 days again and hardly worn them and once again worn to a yoga class, half a day of laying around at home and one wash and pilling again. Also this is very noticeable pilling! It's on the front of the thighs which makes no sense since it's not in an area that rubs against anything.",2,SWEATY GENERALIST,25-34,"KELOWNA, BC, CANADA",ATHLETIC,"OCTOBER 5, 2017","Align Pant II 25"""
1397,Align pant's are my one of my favourite lulu lemon leggings. They fit well and are extremely comfortable. My only issue is that for some reason my black Align's have pilled more than any leggings I've ever owned from lulu. I have them in green and grey and don't have a pilling issue. Would recommend not get getting these pants in black.,3,,,,,"OCTOBER 5, 2017","Align Pant II 25"""
1398,"I recently bought the black pair of these and I loved them up until the 4th wear when I noticed that there was pilling and some threads were coming lose, and I've only had these since August. I was skeptical about wearing them too much because of all the bad reviews, I love them and everything but for that price you'd expect better quality! Still great pants though, super flattering and they almost feel like you're wearing nothing at all!",3,SWEATY GENERALIST,25-34,"VANCOUVER, BC",,"OCTOBER 5, 2017","Align Pant II 25"""
1399,"I bought a black pair of these pants about a year ago and the pilling has continued to get worse and worse especially between my thighs. However, I love the pants and I love working out in them because theres no restrictions. Because I love them so much, I recently bought the moody blues colour and I wore them last night at the gym and you could see sweat right through them. Pretty embarassing! I wouldnt recommend buying the lighter colours.",3,,,,,"OCTOBER 5, 2017","Align Pant II 25"""
1400,"I have previously purchased the align pant in the crop version. Very satisfied. I purchased these align pant II in the lace pattern. Slightly disappointed because the pattern is as bold as the images online make it to be it's a lot more subtle. Also I wore these pants for a few hours with ugg type boots and I noticed today that there is a wearing mark on the back calf. Horrified because I literally just bought these tights and wore them once. It seems that the wearing is only on the outside and there's no sign of damage on the inside. I'm just a bit concerned, what will happen when I start to work out in them? If my thighs start to rub will the same fuzzy wearing start?",2,SWEATY GENERALIST,25-34,"OTTAWA, O",ATHLETIC,"OCTOBER 5, 2017","Align Pant II 25"""
1401,Love the feel of these pants but I either bought them snagged or I snagged them and didn't notice.. Really sad about this considering I just bought them a couple days ago (never went to the gym and work a desk job) and now there is a big snag on the bum... Not sure if I can take them back? Hopefully.. considering its embarrassing wearing them now and they were $100... Wish the pants were more of a durable material for that price..,3,SWEATY GENERALIST,18-24,"VANCOUVER, BC, CANADA",ATHLETIC,"OCTOBER 4, 2017","Align Pant II 25"""
1402,"I use to always buy my leggings from lululemon, but I bought these (as did my friend) and 3 months later they are peeling and getting weird fluff in random places?! I don't dry them at all, and don't even wear them often. Super disappointed, the quality of the leggings have gone down dramatically and are so not worth the price when they don't even look good after 3 months!!!",2,,,,,"OCTOBER 3, 2017","Align Pant II 25"""
1403,"I purchased these pants and completely fell in love with them, but after about the third wear the sides of my hips and the butt started to pill. I have had the pants for about two months now and they are progressively getting worse.",3,DANCER,18-24,BRITISH COLUMBIA,ATHLETIC,"OCTOBER 3, 2017","Align Pant II 25"""
1404,"These have become my ultimate favourite pair of leggings to wear! I love how they feel like you're barely wearing anything and they're so comfortable! However, after wearing them a couple times i've noticed they've started pilling on the back of my thighs which is very unfortunate :(",4,,18-24,"MONTREAL, QC",CURVY,"OCTOBER 2, 2017","Align Pant II 25"""
1405,"These are my first ever pair of Lululemon pants and I love them. However, after 3-4 uses I have started to see pilling inside the legs, which unfortunately seems to be a common complaint on here. Nonetheless, I love them!",4,SWEATY GENERALIST,18-24,,,"OCTOBER 1, 2017","Align Pant II 25"""
1406,"These pants were sooo comfortable until they started pilling. Now I feel like I can't even wear them because they look like really low quality and now don't feel as soft. This pair that is pilling is black, but I have a pair in green that I got a little over a year ago and they're totally fine. Which is weird because the black ones are only a few months old and they just degraded so quickly! Frustrating because I don't have the money to buy $100 pants that are basically unwearable after a few months :(",3,SWEATY GENERALIST,18-24,,ATHLETIC,"OCTOBER 1, 2017","Align Pant II 25"""
1407,"I bought these pants because a friend had them and I loved the feel. Needless to say, I went back 3 days later and bought another pair because I didn't want to take them off. The biggest issue with me is having larger thighs and booty and small waist (dancer body) and always having to pull up my lulus when teaching class (dance teacher), this was not the case with these pants. They stay put no matter your movement and sweatiness. I now own three pair and plan on purchasing more soon, as I basically wear nothing but these when instructing.
I did size down to a 6 because I like a tighter feel (5'8, 145lbs), but an 8 would have worked great too if you like the truly ""naked sensation'.",5,DANCER,18-24,"ALBERTA, CANADA",ATHLETIC,"SEPTEMBER 29, 2017","Align Pant II 25"""
1408,"I loved these pants the moment they came in the mail. They were so flattering, LOVED the high high waistband and how soft they felt. What I didn't like was the pilling. I am not one to complain and I am one of those super careful lulu owners (wash in cold water, no dryer EVER, hang dry only, keep away from anything velcro, etc) but somehow the pilling appeared. I was out for a hike and noticed it on my thigh....how does that even happen :( for $100 I really hoped they would last...",3,SWEATY GENERALIST,18-24,NORTHERN BC,PETITE,"SEPTEMBER 29, 2017","Align Pant II 25"""
1409,"These pants are super flattering and amazingly soft, but for the price they aren't worth it. After wearing them only a few times there were pulls in the soft fabric. They also pilled all over, when none of my other lulu's have ever pilled. It sucks that I've had these leggings only a few months and they are basically garbage and no longer wearable.",2,SWEATY GENERALIST,25-34,"TORONTO, ON, CANADA",SLIM,"SEPTEMBER 29, 2017","Align Pant II 25"""
1410,"I love how these pants feel and how comfy they are. But after wearing it for the 4th time, I noticed it was piling it seems to have loose threads hanging on the bum and thigh area. Honestly, I'm a little disappointed because I love everything else about it.",2,SWEATY GENERALIST,25-34,"EDMONTON, AB, CANADA",PETITE,"SEPTEMBER 28, 2017","Align Pant II 25"""
1411,"I absolutely love these pants, for the first week or two, then they start pilling, especially my black ones. I went into the store in Westboro and asked if they coudl possible offer some advice on how to stop the pilling or if i could exchange them and the employee laughed right at me and said that is what supposed to happen if you 'workout' in them. They're leggings we are supposed to work out in them. I love you lulu but im highly disappointed and upset with the make of these leggings and the customer service i received. :(",1,SWEATY GENERALIST,25-34,OTTAWA,LEAN,"SEPTEMBER 28, 2017","Align Pant II 25"""
