,Review_Text,Rating,Persona,Age,Item_Name
1097,"I loved these pants when I first got them so much so that I bought three pairs! But they really aren't practical. After having them for a couple of months all three pairs have had the pilling and on some, the seams are coming undone. I have been told by multiple sales associates that in order to keep these pants from pilling you should wear them to a LIGHT workout and then take them right off - super unrealistic! I think it is so silly to have something that costs 100 dollars act like this. I don't have these problems with several other workout pants by other brands, I do not understand the terrible performance of these leggings.",2,,18-24,"Align Pant 28"""
1098,"I initially loooooved the feel of these pants, and loved how they make your butt look. Unfortunately they have become so pilled and have stretched out some. I'm so disappointed, especially with how expensive they were. :(",2,,,"Align Pant 28"""
1099,"I purchased two pairs of these pants in store in November, one full length and one 7/8. They are amazingly soft and comfortable but the quality is not what I've come to expect from Lulu. After wearing one pair a couple of times the fabric started pilling and it's only gotten worse. I wore the second pair a handful of times and sat on the floor with my dog and the paints ripped in the bum. It's really unfortunate to spend more than $200 on paints that only lasted a couple of months.",2,,,"Align Pant 28"""
1100,Initially I was obsessed with these pants and then after about 3 wears they started to pill. They were very pricy and I really expected the material to hold up. I love the feel of them but very disappointed that they may not last very long. Quality could be a lot better for the price,1,SWEATY GENERALIST,25-34,"Align Pant 28"""
1101,The best yoga pants I have ever used. They really do hug you. They move without being restricting.,5,SWEATY GENERALIST,45-54,"Align Pant 28"""
1102,"So I love love love the feel of these, the colors and fabric but it’s not very forgiving because it’s so soft and fitting so I have a little work on the toosh area before I can wear mine again!",4,YOGI,35-44,"Align Pant 28"""
1103,"My first impression of these leggings was amazing! Super soft, really flattering cut, beautiful color, and squat proof. What more could I want? My gripes were a). they changed the sizing from the last time I purchased the aligns, so unfortunately they were a touch too big, but that was on me for not trying them on and b). sweat does show through really quickly on these, but I didn't mind because to me, sweat is a badge of honor after a hard workout",1,SWEATY GENERALIST,18-24,"Align Pant 28"""
1104,"I was really excited about these leggings, and they are truly amazing with their fit and material. It is super soft and breathable and great for everyday wear. However within 4 days of owning them there was serious pilling on several areas. This was extremely disappointing considering how expensive they are, and how little amount of time I had them before this happened.",3,YOGI,18-24,"Align Pant 28"""
1105,"I love how comfy the pants are, but I am extremely disappointed with the fact that they have started pilling after only 3 wears. I washed them only twice exactly as instructed, but they still have started to pill around the outer thigh / crotch (I do not do any strenuous activity in them and make sure I don't put rough objects on them). After dropping $100 on a pair of leggings, I expected much better durability / quality.",2,SWEATY GENERALIST,18-24,"Align Pant 28"""
1106,Very disappointed with my leggings...they are pilling very bad and I haven't had them for that long. Didn't put them through the dryer and they still pilled. Very disappointed with this product.,1,,,"Align Pant 28"""
1107,"Originally I loved them, they felt amazing however they quickly began to lose the new and quality material feeling. My pair of leggings is pilling a lot in between the crotch and at the back under the waist band. The material also feels as if it has stretched and has some fly away strings.",3,SWEATY GENERALIST,18-24,"Align Pant 28"""
1108,I bought the Align pair in black and maroon 2 months ago. They quickly became my favourite leggings because they feel like a second skin and great for yoga. However the black pair which I have worn a bit more often has started pilling a lot on the sides of my hips. It was a bit disappointing because it's only been 2 months and the maroon pair is working out great.,3,YOGI,25-34,"Align Pant 28"""
1109,I love how these feel. But after 2x of wearing the inner thighs are pilling and that was before washing them. They are so comfortable but the pilling is definitely a bummer. I would also size down and wouldn't wear them for any high impact. But for just wearing around they're perfect.,4,SWEATY GENERALIST,35-44,"Align Pant 28"""
1110,"Love the style and fit of these pants, they are so comfortable! unfortunately, after minimal wear, washing with same fabric, no fabric softener and hanging to dry, I've still experienced a huge amount of pilling on the thighs and crotch! It seems as though the quality has gone down in recent years which is unfortunate because lulu pants are my favourite, sadly I won't be repurchasing.",1,DANCER,18-24,"Align Pant 28"""
1111,"I LOVE my align pants. I have had multiple pairs and I love the way they fit. They are so soft and really move with you and shape to your body. I am 5'10"" and these go right to my ankles. I have tried so many leggings and these are by far my favorite. But, I recently just got another pair and I am very disappointed because they are pilling like crazy. I have only had them for a month and the pilling is all down the legs. I do wear them a lot but I would expect for the price that they wouldn't do this.",4,SWEATY GENERALIST,18-24,"Align Pant 28"""
1112,I have two pairs of the Aligns and I absolutely love them. They feel like butter!!,5,SWEATY GENERALIST,25-34,"Align Pant 28"""
1113,I loved these pants when I first got them don't get me wrong but within 1 wear they are pilling. With each wear it gets worse and worse... where you don't even want to wear them because it looks weird. I also have 2 crop pairs of the align pants and they both have so much pilling and BOTH developed a rip in the seam in the same spot. Do no recommend.,1,RUNNER,18-24,"Align Pant 28"""
1114,"Wow. I loved these pants! I got them in the Melanite color and they looked amazing. Buttery soft and they make the booty and legs look so good! A little long as I am 5’1, but they do offer free alternations and I wanted this specific color that they didn’t offer in the 7/8. I wear them to weight lift, do cardio, etc (even though they aren’t really meant for that) and they hold up and no sweat marks/stains! Still so great! I love wearing them!",5,SWEATY GENERALIST,18-24,"Align Pant 28"""
1115,"After about three uses I noticed pilling in the inner thigh, which then spread throughout the entire legging. It's really too bad because this is the most comfortable and sweat-wicking fabric, and the fit is perfect.",3,YOGI,18-24,"Align Pant 28"""
1116,"These are the MOST comfortable yoga pants I own. They are so soft and so lightweight that it is almost as if you weren't wearing anything. I absolutely love them. Next time I'll try the 25"" bc I'm short and they might fit my length better.",5,YOGI,18-24,"Align Pant 28"""
1117,The urban legends are what brought me to these pants. Buttery softness and ultimate comfort! I will never regret this purchase. However- they will only be used for comfort. Not enough compression or support for training/biking/running. Still- legends are real.,5,SWEATY GENERALIST,35-44,"Align Pant 28"""
1118,I wore these for 1 day and they stretched out... and lulu’s return/exchange policy doesn’t allow for an exchange. Boo.,2,,,"Align Pant 28"""
1119,"Have always loved Align since it came out and have almost every color. However recently quality of aligns have been extremely inconsistent. I've 2 pairs that I rotate with wearing them for yoga. One is perfectly fine but the other have pilled like crazy, behind the calves and thighs. Seams down the side are fraying too even though I wash on delicate cycle and hang flat to dry. Highly unacceptable seeing how much each pair costs!",2,YOGI,35-44,"Align Pant 28"""
1120,"I love these pants! However, after less than a month of owning them the poor quality is starting to show. Loose threads are starting to come apart at the seems, particularly in the bum area. Not a good look to have threads dangling from your behind...",2,,,"Align Pant 28"""
1121,Love these because they’re incredibly soft and comfortable. Will definitely buy more!,5,SWEATY GENERALIST,25-34,"Align Pant 28"""
1122,"These are my go to comfy pants. They're super comfortable and my all time favorite. However, be aware that they pile like crazy and you must be super crazy careful with them. I am super careful with mine, yet they pile like crazy within what seems like a few washes, which is frustrating because the quality should reflect the price. I have gone through a few pairs and they seem to do it regardless.",3,RUNNER,18-24,"Align Pant 28"""
1123,If I could afford 75% of my wardrobe would be lululemon,5,SWEATY GENERALIST,35-44,"Align Pant 28"""
1124,"They look, fit and feel awesome! But I was very disappointed to see that they are see through. I wish I had bought the black instead.",2,YOGI,25-34,"Align Pant 28"""
1125,Love the material so much! Never tried this material before and I’m in love. I want 10 more,5,YOGI,18-24,"Align Pant 28"""
1126,"My trainer recommended these. I love the comfort, support, and that they aren't see-thru. Soft material, they stay up, and I feel comfortable. After buying my 4th pair, I noticed that my first pair are pilling between the legs really badly in 6 months. I always hang to dry and feel like I'm not too hard on things. Now I'm self-conscious when I work out in them--worried that the pilling looks really bad.",4,SWEATY GENERALIST,45-54,"Align Pant 28"""
1127,I have a love hate relationship with the align leggings!! I have repurchased them twice but now my second pair are unwearable and I will not purchase again. They are beyond comfortable every day leggings but the pilling on them makes them unable to wear! Very disappointing especially when spending $100 on leggings.,2,RUNNER,25-34,"Align Pant 28"""
1128,"I so wanted to love these as much as my other leggings. I have these, the wunder under, and the speed up crop. These are so comfy and soft, but even when you wash them according to the instructions, the pilling is terrible. Definitely not worth the money if it is going to pill so fast and so bad.",2,SWEATY GENERALIST,25-34,"Align Pant 28"""
1129,I love these leggings but they are not worth the price if they start piling and the seams become undone less than a year after I bought them. I have always been a fan of lulu lemon but these leggings are disappointing.,2,SWEATY GENERALIST,18-24,"Align Pant 28"""
1130,"I normally love the align leggings. They are so soft and great for yoga and barre. I got this print in the ""we made too much"" section and they were terrible! Not as soft as usual and the fabric was so see through you could see my whole back side through my pants. This is not okay for a $70+ pair of leggings. Wish I could return but I'm now stuck with them....",1,SWEATY GENERALIST,25-34,"Align Pant 28"""
1131,"I absolutely love my new pants. I wear them for work, I have a very physical job, and these pants make it so easy and comfortable to bend and stretch. It's almost like I'm not wearing anything at all. I love it! Great quality and amazing comfort!",5,SWEATY GENERALIST,35-44,"Align Pant 28"""
1132,Love this print...love the way these tights fit. They are my go to fit for my yoga tights.,5,YOGI,55-65,"Align Pant 28"""
1133,These pants were amazing at first so I bought 3 pairs of them in black and just after a few wears they are all pilling especially on the top of the thighs. I am a frequent Lulu buyer and am very disappointed in my purchases of these pants. So sad :(,1,SWEATY GENERALIST,25-34,"Align Pant 28"""
1134,"I love the look and feel of the Align pants, although the pilling in the crotch area is by far my biggest complaint. These are very expensive pants, and they seem a little worn only after very little time owning them.",3,SWEATY GENERALIST,25-34,"Align Pant 28"""
1135,"I bought these in black to have as an everyday kind of pant. When I first got these I thought they were life changing, but that soon changed. I washed them once according to the instructions and even hung them to dry just in case. The next time I wore them, the seam on the outer thigh has started to unravel (still keeping the pant together but ratty and unraveled none the less). I was upset but I continued to wear them. After wearing them as lounge wear for a few weeks, more unraveling has happened in different areas of the pant. Not only that but the pilling on the inner thigh and butt is horrible. Seeing as these pants are about $100 I would assume that they would hold up much better especially when washing them correctly and not working out in them. They are good the first time you wear them but beware because they will disappoint you in a few short weeks.",1,,18-24,"Align Pant 28"""
1136,"I was so excited for these pants as I'd had my old align pants for 2 years and loved them. I am so disappointed by these leggings as they just aren't the quality I expected out of Lululemon. I have washed them one according to all care instructions and they have piled like crazy. They have piled from my shoes rubbing up against them briefly and from just daily wear. I haven't even worked out in them and have only washed them once! None of my other leggings have done this, so it was definitely a bummer to find this out especially considering the investment that they are for me.",1,SWEATY GENERALIST,18-24,"Align Pant 28"""
1137,"I am addicted to aligns. I have plenty of them (all size four) and have never had issues. I purchased the full length aligns in Spanish Rose Landscape for myself and at first they seemed beautiful and very soft. However, upon wearing them for the first time. I noticed they are baggy in some spots and the fabric is thinner than my other pairs of aligns. Behind my knees, ankles, crotch area, all baggy... I already sized down so that can’t be the issue. All my other fours fit me perfectly. I’ve never had an issue with aligns being baggy... I’m not sure if it’s just my pair or other people are having issues with this specific color way of aligns but they just don’t feel the same at all as the others. They color is very beautiful so it’s a shame. It’s not even that they’re too big per say, they just feel poorly made.",2,SWEATY GENERALIST,18-24,"Align Pant 28"""
1138,These align tights are fantastic! Great fit and so soft! They stay put during exercise no pulling up needed. The colors are beautiful.,5,YOGI,35-44,"Align Pant 28"""
1139,"I love the color and fit of these leggings but after one wash, the fabric has already begun to pill. This was with washing the leggings in cold and hang drying. Disappointed with the quality for the price paid.",3,,18-24,"Align Pant 28"""
1140,Softest pants ever,5,,18-24,"Align Pant 28"""
1141,"I love Lululemon, the brand, and their clothing. I was so excited to purchase my Align's because I saw them on a friend and they looked so great!!!",2,,18-24,"Align Pant 28"""
1142,"Super excited about owning another pair of Align leggings; however, this legging was not up to Lululemon’s standard. Everytime I run, it keeps running down my buttocks and I have to pull it up every time. Not thrilled about that.",3,DANCER,25-34,"Align Pant 28"""
1143,"I own several pairs of lulu pants especially aligns and have never had a problem with pilling. But for some reason the black pair I recently bought they are pilling like crazy. I don't even wear them that much considering I have other pairs I don't wear the black pair as much. I'm not sure if it's the color or what, but I'm super disappointed with this purchase. I feel like I can't even wear them considering their condition. I expected more from lulu.",1,YOGI,18-24,"Align Pant 28"""
1144,These fit perfectly to any body shape. Abosolute favorites.,5,,,"Align Pant 28"""
1145,Why did I not buy this sooner. These are life altering! I am so comfy that I want to wear them every single day! Please make TONS of colors so that I can just alternate them!,5,,45-54,"Align Pant 28"""
1146,"Comfiest, the MOST flattering, sooo many complements",5,YOGI,18-24,"Align Pant 28"""
1147,Love love love these pants!! Need one in every color!,5,YOGI,25-34,"Align Pant 28"""
1148,"These pants are super soft and comfortable however I am extremely disappointed with how fuzzy the black ones get considering I haven't put them in the dryer once, I would recommend not getting black because having to lint roll them or use a pill remover every time you wear them gets very annoying",3,RUNNER,18-24,"Align Pant 28"""
1149,"Literally my favorite lululemon item. They feel like wearing nothing at all. I practice in them , teach in them and sometime sleep in them!",5,YOGI,25-34,"Align Pant 28"""
1150,"I have been a very dedicated and loyal Lulu customer since the beginning of Lulu but I am getting more and more frustrated with your products and service. I have always avoided the Wunder Under and Align tights as they are not comfortable, do not have pockets, and do not stand up to the test of time. I love the Speed Up tights and have many pairs and have been happy with them until recently. I went to post a review but apparently in the past I posted a review on them so Lulu will not let me post a second review! Really Lulu...what's with that??? Anyways, I wanted a pair of Camo tights desperately and was sad to find out they only come in Aligns and Wunders. I drove 2 hours to my nearest Lulu store only to be disappointed at the fit. Why anyone wants high rise tights is beyond me. They go up to my rib cage and as soon as I bent over they rolled down. When working out I don't want an extra 6 inches of fabric around my middle to get even more hot and sweaty. Needless to say, I tried on several pairs of tights and left the store with nothing because I hate high rise tights. For ref. I am 5'5'' and 120lbs. Its looking like Speed Ups are the only tights I can purchase from you anymore and for whatever reason you only sell them in a handful of colours. Please come out with more colours and while you are at it, please make more low rise tights for us athletic women that want true comfort when working out. And another hint, instead of making fashion clothing, get back to what made you famous and put you on the map... athletic clothing.",1,SWEATY GENERALIST,45-54,"Align Pant 28"""
1151,These are perfectly highwaisted and so so comfy. I haven’t had any pilling issues and I love the color! They’re pretty warm but I don’t overheat while working out.,5,SWEATY GENERALIST,18-24,"Align Pant 28"""
1152,I LOVE these pants but it is coming apart at the inside seam on the right leg! These have NEVER been in the dryer I always make sure they are hung to dry! All my Lulu pants for that matter... It is just sad they are now coming apart they are fairly new and not worn alot.,2,SWEATY GENERALIST,35-44,"Align Pant 28"""
1153,"The Allign Pants are my absolute favourite. I have them in so many colours and lengths however this pair seem much longer than other pairs of 28” length I own. I’m 5ft2”, there’s a lot of material bunched up around my ankle.",4,YOGI,25-34,"Align Pant 28"""
1154,These are lightweight and non forgiving. I prefer more support /compression.,2,YOGI,45-54,"Align Pant 28"""
1155,"I've had these pants for just over a month or so and i loved them for the first couple weeks, they are super comfy and lightweight. But after a few weeks of wearing them and a few washes they began to pill in various places and I noticed a lot of threads coming loose, not impressed with the quality considering these are almost 100$ and only lasted a month and a half.",2,DANCER,18-24,"Align Pant 28"""
1156,"I absolutely love the fit and feel of these pants. I haven't been able to find another fabric anywhere that compares to the soft, buttery feel of Lululemon's Align Pant. However, after spending 98$ on a pair of pants I would hope they would last longer than a few washes. I bought my first pair in September and they started pilling by mid-November... Now, mid-February they are pilled all over and don't look nearly as good as they did when I first purchased them. For Christmas, I received another pair of Align Pants in the camo pattern and after a few washes, I haven't noticed any pilling. I'm not sure if this is due to the pattern on the leggings or not. These are such a comfortable pant but due to the pilling and the high price point, I haven't been impressed.",2,SWEATY GENERALIST,18-24,"Align Pant 28"""
1157,these leggings are my favorite i wear them all the time so comfortable perfect for the gym or just daily causal wear!,5,RUNNER,18-24,"Align Pant 28"""
1158,Feels like you aren't wearing anything. Extremely comfortable.,5,SWEATY GENERALIST,55-65,"Align Pant 28"""
1159,"I love these leggings so much that I used to wear them often. I had these for a few months and they started pilling immediately (despite following the washing instructions) and they are now to the point where there is a hole. I've owned many leggings and I've never experienced this, especially for the price. It's a real bummer :(",2,,,"Align Pant 28"""
1160,"These pants are both comfortable enough to work out and versatile enough to go out on grocery store runs. While working out, these do not ride up. They almost feel like they hug your skin but they are not tight. I am 5'7, 130 lbs and purchased a size 6.",5,RUNNER,18-24,"Align Pant 28"""
1161,"There is no doubt that these pants are buttery soft and comfortable, but I wore these pants three times (yes, only three), and they are already falling apart. I just washed them for the first time after the reviews about piling, so I was sure to follow the washing directions carefully. However, the wash catalyzed the falling apart process even more. This was my first item from Lululemon, and I am surprised and disappointed that they wore so, so quickly.",2,,25-34,"Align Pant 28"""
1162,"I started wearing LuluLemon leggings because my friend got me a pair last year and I absolutely loveeeeeee it! I went back to the store to buy myself a pair and I got this one per the employee's recommendations. It was great for 4 washes, but I just realized that it started pilling around the waist band area.... I never put it in the dryer and have been super careful with the way I wash it. Is it really worth the absurd amount you are paying for these leggings if the quality is like this?",3,,18-24,"Align Pant 28"""
1163,"I love these pants, I have almost 10 pairs and they fit so well and are extremely soft, however the most recent 2 pairs I have purchased (less than 2 months ago) are piling so badly. Especially on my thighs and between my legs to the point in which they are no longer acceptable to wear outside of my house. I am very careful to follow all the recommend washing instructions, and hanging to dry. I have been satisfied with these pants prior to my most recent purchase, which is extremely disappointing especially considering that they are not cheap and I feel that I should be getting the high quality I am paying for.",3,SWEATY GENERALIST,18-24,"Align Pant 28"""
1164,I bought them less than a year ago after all the hype and they have become very thin and the fabric started pilling within the first month and now it is all over the legging. Its a shame because they fit so well.,2,,,"Align Pant 28"""
1165,"Was very happy with these leggings but after about a month, the seam started to come apart along the waistline. This is an area that does not rub anything so it shocked me when I say the thread loosening.",3,RUNNER,18-24,"Align Pant 28"""
1166,"These are the softest, most comfortable pants I've ever owned. I'm 5'3"", 125 lbs, and the 4 (normal Lulu size) fits perfectly. I have a pair in a 6 as well and they're a little looser but still fit well. I usually don't work out really hard in them but I'll do strength training in them and they're awesome for that (there's nothing in the back to get in the way of sit ups) as well as for lounging.",5,SWEATY GENERALIST,35-44,"Align Pant 28"""
1167,"I love these pants. They have great support and hold you in, in all the right places. Unfortunately, I gave four stars because after the first gentle cold wash and no drying (I take very good care of my workout gear) the pants already started pilling. This has happened before with align pants but after many many washes so this was a surprise. They still are amazing pants but just wanted to give an honest review.",4,SWEATY GENERALIST,35-44,"Align Pant 28"""
1168,"When I first purchased these, I loved them. I quickly bought a second pair! However, it's impossible to wear them unless you like lint rolling your pants every ten minutes. I can never wear either pair out of the house now. It is very disappointing.",1,SWEATY GENERALIST,25-34,"Align Pant 28"""
1169,"I LOVE these pants; they're so soft and fit like a second skin. I've been wearing them out or just lounging around the house -- they work for everything. However, I've had them for just over a month and they're piling so so badly, especially between the legs. They're also on the verge of piling in non-seem areas which is frustrating because once they do they won't look nice enough to wear out of the house. Overall, these aren't worth the large price tag for how quickly they begin to pill and look bad.",3,YOGI,18-24,"Align Pant 28"""
1170,"These are hands down the best fitting leggings I have found for my hourglass body type, and I've purchased five pairs over the past two years. While I keep coming back as nothing matches the fit and feeling of the soft fabric, it's extremely upsetting to find that every pair has started pilling as soon as the first wear. This is surprising as I only wear them for daily activities, and never for working out or even yoga. As the fit of the Align Pants still hold two years later, the pilling makes them look worn and used, even though they have been taken care of and only lightly worn. I considered purchasing another pair but had to hold back due to the high price and the low quality over time.",2,SWEATY GENERALIST,18-24,"Align Pant 28"""
1171,"I own 7 pairs of Align pants, and they are by far the best leggings I have ever tried. I own multiple other leggings from other brands and the align pants fit the greatest. They hug all the right places, they are soft, and the material is exceptional. My tips for keeping them in great condition for a long time is to wash them in COLD water! (I prefer liquid detergent) and after washing, I always HANG TO DRY. Trust me, this will keep them lasting for a long time and prevent them from piling like everyone has been complaining about.",5,SWEATY GENERALIST,25-34,"Align Pant 28"""
1172,"I love the align pants, they are beyond comfortable however I bought 2 pairs and both came a little frayed at the bottom, I didn’t realize until after I already wore them so clearly haven’t returned them but frustrating for the cost.",4,RUNNER,35-44,"Align Pant 28"""
1173,"I have 3 pairs of these pants that I have bought in the past 2 months and they are already pilling. I love these pants, but I have followed all washing instructions listed on the site, and I am very disappointed in how poorly they have held up.",2,RUNNER,25-34,"Align Pant 28"""
1174,"I bought these leggings before Christmas and have only worn them a few times running errands and such (not to work out in), and the fabric seems so delicate that there is pilling in between the legs but they almost look like pulls, theres a pull on the knee, and the stitching has frayed on one of the legs which I've never experienced. Super disappointed, I feel like it was a waste of money unfortunately.",1,,25-34,"Align Pant 28"""
1175,"My boyfriend bought me my first pair of Lulu lemon leggings as a gift and I was so excited to finally have a pair. I was SO disappointed when they started piling within a few times of wearing them. They feel really nice, but they were a very expensive gift. My boyfriend and I are both disappointed.",2,,18-24,"Align Pant 28"""
1176,"I have been a customer for several years and never had a problem, however, I just ordered the align pants and I love the fit but I’m disappointed that they are not holding up. Washed only twice according to directions and the material has little marks that look like snags in a few different areas. Bummed that I’ve only worn 5 times and this is happening.",3,RUNNER,25-34,"Align Pant 28"""
1177,"I have the Align in many different colors. I use them to teach, run, pilates, etc...I also where them to go out for Brunch and Evening attire too. I basically wear them all of the time.",4,RUNNER,45-54,"Align Pant 28"""
1178,"For the longest time I debated on purchasing these leggins since the price is insane but, I decided I needed to invest. I do yoga about 3 times a week and one of my biggest pet peeves is when yoga pants fall down and I have to adjust, which takes away from my workout.
These pants stay in place the whole time and the waistband doesn't dig into me when I bend over. I love that I can wear them many times without them stretching out and they form to my body just right. They are sweat absorbing as well and they dry, pretty much instantly after a workout. I also enjoy wearing these to work since so I can stay comfortable. I am a preschool teacher so I am constantly running around and bending over to pick up children. These leggings can be paired with a nice sweater to look more professional so I enjoy that I can use them for multiple purposes.
Another thing that I wanted to mention is the fit of these leggings. They feel like a second layer of skin and usually when leggins are thin like these, they are see through. Theses aren't and they smooth out the skin so your imperfections, such as cellulite don't show. I find myself picking these pants over all my other workout leggings every time.
One thing that I don't like about these leggings is how much they start to pill in the crotch area. I only wore them twice before this started to happen and I followed the washing directions which say to not wash with cotton clothes, turn them inside out and let them air dry, but they still continued to pill. With how much they cost you would think that this wouldn't happen. Also, I am 5’6 but have short legs and the leggins are a bit long on me and bunch on the bottom of the leg. If you have short legs like me, I would recommend getting the ⅞ leggings since I have a pair and they fit my legs perfectly.
Over all I would give these leggins a 4 out of 5 stars. They are my favorite leggings and think they are definitely worth the high cost. Other than those the minor issues I experienced, I would still recommend them to anyone looking for a comfy, high quality, flattering pair of leggings.",4,YOGI,18-24,"Align Pant 28"""
1179,"HUGE fan of the align pant- have 5 pairs of them, and never any problems. This pair, however, started pilling on the backside after just a few wears.",4,YOGI,18-24,"Align Pant 28"""
1180,"These are really nice and soft. However, they are a bit loose so I would size down one number. They fit fine while I was trying them on in store but after wearing them for a day, the leggings, especially the waistband, would slide down and i would have to pull them back up. If I hadn't removed the tags, I would exchange them for a smaller size.",3,DANCER,18-24,"Align Pant 28"""
1181,"Really soft material, fit great and is very comfortable for yoga and just all day wear. Breathable material so I wear them for my five mile runs too.",5,RUNNER,25-34,"Align Pant 28"""
1182,"I have never ever tried such soft, stretchy fantastic leggins, wow! ALL of my leggins are priced 100$ plus, but those are exteremely special and soft, never had anything like this.
I probably would have to write another review in a month or two after extensive wearing, to see if they would pill from washing. So far - I absolutely LOVE them. If they survive one year I'll be happy to repurchase those:)",5,SWEATY GENERALIST,35-44,"Align Pant 28"""
1183,I only buy these when they have a color I really want that's not available in the 7/8 length. They are super long which I don't mind. I'm 5'5. Super flattering and soft.,4,SWEATY GENERALIST,25-34,"Align Pant 28"""
1184,"After hearing all the hype about this leggings I finally decided to pay this much.
After 3 washes the fabric started to roll up already !",2,SWEATY GENERALIST,35-44,"Align Pant 28"""
1185,"I love these but it's crazy how much pilling occurs. I would think for the price they would be better but no, what makes me more upset is that from removing the pilling they ripped from the thigh area!!!! I'm beyond upset I can't use them anymore 96 dollars for nothing !!!",2,RUNNER,25-34,"Align Pant 28"""
1186,"I love these leggings! I had to size down (i’m usually a 6, ordered a 4) and I love love love how they fit. I am very happy with the feel and look of these leggings.",5,SWEATY GENERALIST,18-24,"Align Pant 28"""
1187,"My two top favorite pants are the Wunder Under and the Align, although I wear the Align pants pretty much every day and it’s most likely because the fit and comfort. They are super soft and comfy, make you look amazing and come in a variety of colors and patterns.",5,SWEATY GENERALIST,45-54,"Align Pant 28"""
1188,"I love the Align Pant! However, out of the four to six pairs that I have, only one or two have maintained their quality. Some have stretched out in the knee and in the *butt* and almost all pairs have extreme pilling. I do not workout in Align pants. I wear WunderUnders or my old (absolute favourite!) High Times to train or practice. I wash them on their own in cold water, on delicate, (I have even tried hand washing to preserve their integrity!) and still find that after a few wears they are pilling or stretched out. I would say they are true to size, or if you don't mind them being a little snug you can afford to size down! If you are hard on your garments, or picky about pilling - even if you practice the utmost care for your garments - ask for an alternate style.",3,SWEATY GENERALIST,25-34,"Align Pant 28"""
1189,I love them! Most comfy pants EVER!,5,,,"Align Pant 28"""
1190,"I own almost every color of the aligns and I love the way they fit, however the life span on these leggings don't last as long as others. They pile a fair amount in the crotch area after only a few uses. Will continue to buy because I love the fit and feel of them, just disappointed in their durability.",4,SWEATY GENERALIST,18-24,"Align Pant 28"""
1191,"I bought these leggings after hearing mixed reviews, although the comfort on these leggings is amazing the quality is so poor.
I have worn the leggings 3 times total, twice to yoga and the amount of pilling that has occurred on 100$ pants is so disappointing. I bought them in the last week of December 2018 and it is now just the beginning of February and they covered in pills and I can't being myself to wear them again because I know it will just get worse.
Would absolutely NOT recommend these pants. I own a few other pairs of pants from lulu and unfortunately these do not compare in quality in the slightest.",1,YOGI,18-24,"Align Pant 28"""
1192,"I finally took the plunge and purchased these this summer. They felt amazing! I wanted to wear them every day. I only hand washed and hung dry these. Within 3 weeks of purchasing they started to pill in the crotch and quickly got worse. I have now had them for 6 months and they are worse than my $10 Ross find I got 3 years ago, every inch of them is pilling. I can't believe I spent so much money on something that didn't hold up after a few times of wearing them. DO NOT BUY THESE, unless you plan to lay perfectly still the whole time they're on.",1,,,"Align Pant 28"""
1193,"The Align Pant... the most amazingly comfortable piece of clothing EVER! It fits like an absolute dream. So soft, so light, with just the right amount of ""hug"". I never want to take them off!",5,SWEATY GENERALIST,35-44,"Align Pant 28"""
1194,"Its completely see thru. I love the aligns, just cant with this color",3,,,"Align Pant 28"""
1195,"LOVE the fit and feel of these leggings, but they just don't last! They started pilling very quickly with regular wear. Very disappointed to have spent this much on a pair of leggings that weren't wearable for more than a couple of months.",1,SWEATY GENERALIST,18-24,"Align Pant 28"""
1196,"I finally decided to see what everyone is raving about and it's true, they are buttery smooth and amazingly comfortable. They are the perfect leggings to lounge around your house in. The problem I have with these pants is that they do not hold any chub in, lululemon states they have a ""naked sensation"" which is true to the tee, they almost feel too loose to me. I love them to lounge in, but wouldn't wear them around town as they aren't very slimming.",4,SWEATY GENERALIST,18-24,"Align Pant 28"""
1197,I have so many align pant but this one I did return because it was so sheer and you could see my skin. Great color. But didn't work,4,SWEATY GENERALIST,45-54,"Align Pant 28"""
1198,"It kills me but I feel compelled to leave a negative review. I am the biggest fan of aligns, my friends have been trying to convince me not to buy the latest color for years. However when I saw this springs color I knew I needed it in my life. Of course the color is beautiful and the fabric is perfect as always. I wear my aligns out and about as well as to soulcycle and my gym where my normal routine includes mostly weightlifting. These pants do the job and are super cute which is why it saddens me to say do not buy them. They are a waste of your money, I have had my aligns for a week and washed them only once (I wash all my aligns together with no other fabric) and air dried. These are cute and comfy but they're just not worth the price with the ridiculous amount of pilling happening throughout the legs of my blush aligns.",2,SWEATY GENERALIST,18-24,"Align Pant 28"""
1199,"I recently discovered these leggings and now they're the only style I wear! The leggings are buttery soft and SO comfortable. I've invested in several pairs, but my black pair and green pair are practically destroyed (after only 2 or 3 wears). They PILL so badly in the crotch, and I'm embarrassed to wear them.",2,YOGI,UNDER 18,"Align Pant 28"""
1200,Like wearing nothing!,5,SWEATY GENERALIST,55-65,"Align Pant 28"""
1201,"The most comfortable pair of leggings I own, for sure! I saved up this past Christmas to get a pair of aligns and wunder unders but they both are already pilling on me. However, I've probably worn each pair less than 4 times and followed the washing directions exactly and hung to dry. Like everyone has said, $200 for two pairs of leggings...you expect a lot more. There are so many things I love about them but the pilling just isn't worth the price.
Overall disappointed :(",2,YOGI,18-24,"Align Pant 28"""
1202,I love the align pant fabric so much I own a pair for every day of the week but this black pair for some reason on the second wear started pilling really bad in the crotch fabric strip between the seems on the inner thigh - super disappointed not sure if I just got a defective one or if this is a problem only with the black fabric,3,SWEATY GENERALIST,25-34,"Align Pant 28"""
